     2    0.41569599883099260865E-02    0.25455817740148175552E-05    0.40165336033360540430E-08   -0.58271365047584146031E-04
     3    0.10403849224373928894E-01    0.66020501482613747486E-05    0.80381071351954878261E-08   -0.90698227683606023105E-04
     4    0.17533724020997416143E-01    0.11262880243643491561E-04    0.13407968285218082118E-07   -0.11695642188765052977E-03
     5    0.25380304135832094936E-01    0.15446903078094619314E-04    0.20132623875830139750E-07   -0.13126214088813139332E-03
     6    0.33412536361346133196E-01    0.18587333202241517740E-04    0.28220025159223160926E-07   -0.13136258259759011876E-03
     7    0.41460466900978577842E-01    0.20676610582569517012E-04    0.37679448931402663177E-07   -0.12334152962073735918E-03
     8    0.49871066178296723226E-01    0.21993551129545328991E-04    0.48521357975045141949E-07   -0.93490532328256373143E-04
     9    0.58158383108226956171E-01    0.22843135931405662592E-04    0.60757241301207437378E-07   -0.51903662413111282203E-04
    10    0.66327279652603390869E-01    0.23492650225946380325E-04    0.74399436893716384019E-07   -0.66861088247995059910E-05
    11    0.73721609189193723632E-01    0.24201029592463734255E-04    0.89460938261148591904E-07    0.46221866422311551359E-04
    12    0.80795970386218038395E-01    0.25265879551390703941E-04    0.10595518687707598619E-06    0.10327749200485013086E-03
    13    0.87749721879254144463E-01    0.26977468084051397433E-04    0.12389585211204991782E-06    0.16361517994725713917E-03
    14    0.94483956657637008236E-01    0.29634974565379925592E-04    0.14329660219716769872E-06    0.22747254999653292932E-03
    15    0.10036546265865758931E+00    0.33592219397335259840E-04    0.16417086760743669677E-06    0.29371596201483227270E-03
    16    0.10492120725489856303E+00    0.39169960453506613588E-04    0.18653159917832785168E-06    0.36129924863986779366E-03
    17    0.10885318176158192971E+00    0.46502070187433389723E-04    0.21039102420320577373E-06    0.43089740073583277348E-03
    18    0.11291133085108981393E+00    0.55667285912233180052E-04    0.23576040280948100273E-06    0.50342050008497991106E-03
    19    0.11686238950633827394E+00    0.66710697660330754710E-04    0.26264978688032515770E-06    0.57899784661476509564E-03
    20    0.12027504831884992809E+00    0.79695188745017379308E-04    0.29106778455290444235E-06    0.65783529984803220617E-03
    21    0.12290903050634856275E+00    0.94788472887663259982E-04    0.32102133203519857295E-06    0.74122575761192944187E-03
    22    0.12463763748096727546E+00    0.11216597359334009730E-03    0.35251547613857425592E-06    0.83030097276374408358E-03
    23    0.12559745100095898174E+00    0.13192913516642097390E-03    0.38555316915433407733E-06    0.92446110310120249969E-03
    24    0.12596996837941495939E+00    0.15417037107341843502E-03    0.42013507881455202773E-06    0.10232306223316698941E-02
    25    0.12585306871546469987E+00    0.17901996462570137999E-03    0.45625941438864653836E-06    0.11283628905179932719E-02
    26    0.12528653781602100414E+00    0.20659352505207764046E-03    0.49392177252536555560E-06    0.12410415237614218394E-02
    27    0.12416140619965272684E+00    0.23691011110688614950E-03    0.53311500426343649205E-06    0.13579423074364122687E-02
    28    0.12245065717964657981E+00    0.27000905773820829420E-03    0.57382910168157926720E-06    0.14766655905921021851E-02
    29    0.12060384000066073917E+00    0.30610737227212335377E-03    0.61605110958535759003E-06    0.16030178421139213308E-02
    30    0.11893198819731255755E+00    0.34540337249460887443E-03    0.65976506519821495059E-06    0.17428660520127988321E-02
    31    0.11671550584441640896E+00    0.38784296390048130085E-03    0.70495195432099765760E-06    0.18941132112969825182E-02
    32    0.11322000355341942102E+00    0.43337111517506159445E-03    0.75158970723007116000E-06    0.20531534160891217605E-02
    33    0.10868254675517356744E+00    0.48218147904697936839E-03    0.79965320482717576128E-06    0.22183092191158911358E-02
    34    0.10358889824231641563E+00    0.53449218931190124304E-03    0.84911432876965017560E-06    0.23892246475305917684E-02
    35    0.98448154604625803810E-01    0.59037063931276180170E-03    0.89994202146302941857E-06    0.25689012063869406943E-02
    36    0.93571092834551505835E-01    0.64983364760992797481E-03    0.95210238644591640075E-06    0.27598806451534091400E-02
    37    0.88451876917385846566E-01    0.71284649330966172714E-03    0.10055588061930604303E-05    0.29595082483494516978E-02
