     2    0.76902015221031849290E-04    0.42765109117190070144E-09    0.20902219324287931609E-09    0.69028469456475105101E-09
     3    0.15410175719788254088E-03    0.15366415837244239149E-08    0.41825220102078513667E-09    0.83315834210152771648E-08
     4    0.25633717926982449876E-03    0.40726570842248676777E-08    0.69754603801842047046E-09    0.27676440609544099868E-07
     5    0.38367044569056970053E-03    0.88934956940838022430E-08    0.10471730945511927354E-08    0.64432568394633960302E-07
     6    0.53555132601942586137E-03    0.17025271401143404225E-07    0.14674635293564454446E-08    0.12311682120441895020E-06
     7    0.71206133365372384272E-03    0.29670689660163471537E-07    0.19588039889286849790E-08    0.20656318879986431801E-06
     8    0.91251060840552848837E-03    0.48170180694316134541E-07    0.25216325765570716548E-08    0.32338941683312872783E-06
     9    0.11364579556465968010E-02    0.73982775141438023976E-07    0.31564331210509928035E-08    0.48291356275366157224E-06
    10    0.13844259078208190610E-02    0.10866856117561974903E-06    0.38637288167635482902E-08    0.67323576516943613169E-06
    11    0.16541228561452307223E-02    0.15405808592323468426E-06    0.46440752929528497690E-08    0.91056342371528988774E-06
    12    0.19470535242210806285E-02    0.21206451423920210164E-06    0.54980532046444101103E-08    0.11794333856327532695E-05
    13    0.22628372582682645953E-02    0.28424621873664656770E-06    0.64262604098246907140E-08    0.14912528268984696552E-05
    14    0.26003303355647232331E-02    0.37231490232641793454E-06    0.74293038322058659887E-08    0.18600415571091967958E-05
    15    0.29586820809422570422E-02    0.47898043072189837743E-06    0.85077910934506092980E-08    0.22697798272844955444E-05
    16    0.33371802355266874836E-02    0.60707294897372969614E-06    0.96623220133446574981E-08    0.27036455371485087546E-05
    17    0.37353732196240088149E-02    0.75890568228497472335E-06    0.10893480069249457675E-07    0.31716463654577596840E-05
    18    0.41530787058921816643E-02    0.93660848264743335860E-06    0.12201823911652704176E-07    0.36835554892473954332E-05
    19    0.45909307530632116265E-02    0.11420948126727705994E-05    0.13587879033153946664E-07    0.42213777332380725336E-05
    20    0.50493975150032750082E-02    0.13773355626084370722E-05    0.15052129692815795466E-07    0.47667031542744325739E-05
    21    0.55274671898602068670E-02    0.16447479618344889411E-05    0.16595011183077228970E-07    0.53272303320426107580E-05
    22    0.60238586619652759874E-02    0.19468483054044336005E-05    0.18216902515096179149E-07    0.59113879243791510939E-05
    23    0.65376935597032965336E-02    0.22861031015983302457E-05    0.19918119648975235062E-07    0.65044154366974134913E-05
    24    0.70682463344665406521E-02    0.26648865851687878671E-05    0.21698909294342981758E-07    0.70891720980853724889E-05
    25    0.76150000229429463949E-02    0.30852540160706467618E-05    0.23559443434870144605E-07    0.76621840722804609926E-05
    26    0.81775721076694056488E-02    0.35492220940998636356E-05    0.25499814560513541337E-07    0.82134957224469654698E-05
    27    0.87559093003778867143E-02    0.40589726189108230015E-05    0.27520031702656010217E-07    0.86935560119746154475E-05
    28    0.93502677539089428665E-02    0.46167138838744487065E-05    0.29620017395624693125E-07    0.90658123774203849810E-05
    29    0.99618121813858425545E-02    0.52245954445154694324E-05    0.31799605497941040100E-07    0.93853001597550671920E-05
    30    0.10591331394365841034E-01    0.58846434751845970703E-05    0.34058539927899476612E-07    0.97082189612343970230E-05
    31    0.11237202057130114830E-01    0.65984497584416197688E-05    0.36396474505370583795E-07    0.10003836041071535767E-04
    32    0.11897198789148376308E-01    0.73675859708817512575E-05    0.38812973587611643255E-07    0.10224577671061111213E-04
    33    0.12569100191789858018E-01    0.81939781460168872434E-05    0.41307513939487164512E-07    0.10342436969560823084E-04
    34    0.13251422528197312825E-01    0.90793350424522532296E-05    0.43879487355747126201E-07    0.10340194322515870232E-04
    35    0.13945628735625149180E-01    0.10024142330734796326E-04    0.46528204512539454714E-07    0.10224210764627420978E-04
    36    0.14653621233859276049E-01    0.11028872266238158096E-04    0.49252899570077726155E-07    0.99993510741647348916E-05
    37    0.15376113703174834613E-01    0.12095166865426006136E-04    0.52052735825662962318E-07    0.96409127874317489997E-05
    38    0.16113172021160818148E-01    0.13224665245634724791E-04    0.54926812197216341154E-07    0.91223325392575304937E-05
    39    0.16863459594757709142E-01    0.14417825451676949096E-04    0.57874170564342471297E-07    0.84391690762375957854E-05
    40    0.17625289214437855206E-01    0.15674810180793282267E-04    0.60893803979551016203E-07    0.75925122085291380606E-05
    41    0.18397268736850568016E-01    0.16995743885166653332E-04    0.63984665284725389741E-07    0.65831374313383342453E-05
    42    0.19179186277858098486E-01    0.18380598336118004116E-04    0.67145676699564736606E-07    0.54105608632334866809E-05
    43    0.19971125020724962706E-01    0.19829307098367771701E-04    0.70375739723536616083E-07    0.40739842454036592707E-05
    44    0.20773168152497117206E-01    0.21341803702305219470E-04    0.73673745572230210232E-07    0.25726099158699920020E-05
    45    0.21585398864443949146E-01    0.22918021665659903807E-04    0.77038585961805047270E-07    0.90564076963556506950E-06
    46    0.22407827197516598516E-01    0.24557702640044379224E-04    0.80469164181528600499E-07   -0.92901781040982528466E-06
    47    0.23240170577905828325E-01    0.26259820806611501890E-04    0.83964406160959752268E-07   -0.29386520777813561666E-05
    48    0.24082073282062806119E-01    0.28023158526631209965E-04    0.87523271762858398931E-07   -0.51318458922328406409E-05
    49    0.24933179591827236282E-01    0.29846498240734560520E-04    0.91144765979632283548E-07   -0.75171827443311423211E-05
    50    0.25793133794587346647E-01    0.31728622492740654539E-04    0.94827949634676977295E-07   -0.10103245808370544978E-04
    51    0.26661569297330278000E-01    0.33668214179038684505E-04    0.98571950484208774620E-07   -0.12895758577115215362E-04
    52    0.27538075968521577574E-01    0.35663557251104507169E-04    0.10237597322494385081E-06   -0.15889006658048312272E-04
    53    0.28422232796349027051E-01    0.37712836059241085522E-04    0.10623930928120696959E-06   -0.19074416091898604438E-04
    54    0.29313618774806374928E-01    0.39814235148092982117E-04    0.11016134635960566792E-06   -0.22443412832316117869E-04
    55    0.30211812903688888693E-01    0.41965939278651021428E-04    0.11414157647651285132E-06   -0.25987422806666096047E-04
    56    0.31116473626117188006E-01    0.44165979839692681231E-04    0.11817960399472943966E-06   -0.29699660546559257990E-04
    57    0.32027577141139726424E-01    0.46411774040740161015E-04    0.12227515243447151820E-06   -0.33580494956639957637E-04
    58    0.32945179091062690158E-01    0.48700585757592425816E-04    0.12642807046411795378E-06   -0.37632083672541756481E-04
    59    0.33869335123869886983E-01    0.51029679158823129171E-04    0.13063833688261466671E-06   -0.41856584556967583012E-04
