     2    0.41569599883099260865E-02    0.25455817740148175552E-05    0.40165336033360540430E-08    0.36744703433361301358E-03
     3    0.10403849224373928894E-01    0.66020501482613747486E-05    0.80381071351954878261E-08    0.85697669363281683570E-03
     4    0.17533724020997416143E-01    0.11262880243643491561E-04    0.13407968285218082118E-07    0.14764948532536266781E-02
     5    0.25380304135832094936E-01    0.15446903078094619314E-04    0.20132623875830139750E-07    0.22071266325205673997E-02
     6    0.33412536361346133196E-01    0.18587333202241517740E-04    0.28220025159223160926E-07    0.30341712073338380357E-02
     7    0.41460466900978577842E-01    0.20676610582569517012E-04    0.37679448931402663177E-07    0.39438115388524680460E-02
     8    0.49871066178296723226E-01    0.21993551129545328991E-04    0.48521357975045141949E-07    0.49201576559121809953E-02
     9    0.58158383108226956171E-01    0.22843135931405662592E-04    0.60757241301207437378E-07    0.59553980904617628486E-02
    10    0.66327279652603390869E-01    0.23492650225946380325E-04    0.74399436893716384019E-07    0.70427151099011825117E-02
    11    0.73721609189193723632E-01    0.24201029592463734255E-04    0.89460938261148591904E-07    0.81735643820244566898E-02
    12    0.80795970386218038395E-01    0.25265879551390703941E-04    0.10595518687707598619E-06    0.93482789613566954351E-02
    13    0.87749721879254144463E-01    0.26977468084051397433E-04    0.12389585211204991782E-06    0.10531958784232386614E-01
    14    0.94483956657637008236E-01    0.29634974565379925592E-04    0.14329660219716769872E-06    0.11691663610892443978E-01
    15    0.10036546265865758931E+00    0.33592219397335259840E-04    0.16417086760743669677E-06    0.12842714500372684125E-01
    16    0.10492120725489856303E+00    0.39169960453506613588E-04    0.18653159917832785168E-06    0.14002214195369976080E-01
    17    0.10885318176158192971E+00    0.46502070187433389723E-04    0.21039102420320577373E-06    0.15146130787561893141E-01
    18    0.11291133085108981393E+00    0.55667285912233180052E-04    0.23576040280948100273E-06    0.16242507043428822816E-01
    19    0.11686238950633827394E+00    0.66710697660330754710E-04    0.26264978688032515770E-06    0.17268818805372242869E-01
    20    0.12027504831884992809E+00    0.79695188745017379308E-04    0.29106778455290444235E-06    0.18207172375740938997E-01
    21    0.12290903050634856275E+00    0.94788472887663259982E-04    0.32102133203519857295E-06    0.19048762354607912811E-01
    22    0.12463763748096727546E+00    0.11216597359334009730E-03    0.35251547613857425592E-06    0.19786843119964103027E-01
    23    0.12559745100095898174E+00    0.13192913516642097390E-03    0.38555316915433407733E-06    0.20413819207177691384E-01
    24    0.12596996837941495939E+00    0.15417037107341843502E-03    0.42013507881455202773E-06    0.20922586588237892385E-01
    25    0.12585306871546469987E+00    0.17901996462570137999E-03    0.45625941438864653836E-06    0.21308855984405322692E-01
    26    0.12528653781602100414E+00    0.20659352505207764046E-03    0.49392177252536555560E-06    0.21567068176689404430E-01
    27    0.12416140619965272684E+00    0.23691011110688614950E-03    0.53311500426343649205E-06    0.21683768425416437287E-01
    28    0.12245065717964657981E+00    0.27000905773820829420E-03    0.57382910168157926720E-06    0.21644182004001314562E-01
    29    0.12060384000066073917E+00    0.30610737227212335377E-03    0.61605110958535759003E-06    0.21436148595761719826E-01
    30    0.11893198819731255755E+00    0.34540337249460887443E-03    0.65976506519821495059E-06    0.21049469956870896226E-01
    31    0.11671550584441640896E+00    0.38784296390048130085E-03    0.70495195432099765760E-06    0.20479180431623129205E-01
    32    0.11322000355341942102E+00    0.43337111517506159445E-03    0.75158970723007116000E-06    0.19721310955969118678E-01
    33    0.10868254675517356744E+00    0.48218147904697936839E-03    0.79965320482717576128E-06    0.18770644847126517762E-01
    34    0.10358889824231641563E+00    0.53449218931190124304E-03    0.84911432876965017560E-06    0.17623199732322614858E-01
    35    0.98448154604625803810E-01    0.59037063931276180170E-03    0.89994202146302941857E-06    0.16281176626098139981E-01
    36    0.93571092834551505835E-01    0.64983364760992797481E-03    0.95210238644591640075E-06    0.14743187740661960194E-01
    37    0.88451876917385846566E-01    0.71284649330966172714E-03    0.10055588061930604303E-05    0.12987305177869905640E-01
    38    0.82538114971645953899E-01    0.77939801496403537592E-03    0.10602720886368332590E-05    0.10993387750763874977E-01
    39    0.75907803894559117142E-01    0.84962284706811147268E-03    0.11162006354889003000E-05    0.87689797049305458904E-02
    40    0.68796538016723973730E-01    0.92369206652858824001E-03    0.11733006253148907402E-05    0.63285472019740203128E-02
    41    0.61396924413882940363E-01    0.10017401317109523532E-02    0.12315262398846034965E-05    0.36831101972697906366E-02
    42    0.53729620220115778539E-01    0.10837550528660798346E-02    0.12908298835117456202E-05    0.82990160238182711285E-03
    43    0.45772295240950874873E-01    0.11696882224712611392E-02    0.13511624362988056746E-05   -0.22372919147467694098E-02
    44    0.37502619463493050422E-01    0.12594910256620885092E-02    0.14124735158696266910E-05   -0.55246830141132147879E-02
    45    0.28898263014840289142E-01    0.13531148407266908353E-02    0.14747117524598208392E-05   -0.90384837120417050454E-02
    46    0.19939612496545813802E-01    0.14505257208974405188E-02    0.15378250714703674680E-05   -0.12783030306553961816E-01
    47    0.10617920072452271055E-01    0.15517484386764637903E-02    0.16017609955007497059E-05   -0.16755158092919168050E-01
    48    0.92715429922208744944E-03    0.16568224426927245611E-02    0.16664669379947862766E-05   -0.20949826722117551037E-01
    49   -0.91387162879466004445E-02    0.17657871770977813172E-02    0.17318905014788500091E-05   -0.25361995349052850884E-01
    50   -0.19585723209949047058E-01    0.18786820822223140350E-02    0.17979798000433653071E-05   -0.29986622676891786649E-01
    51   -0.30419018237063395749E-01    0.19955220478323448634E-02    0.18646837280802078420E-05   -0.34819188807408855968E-01
    52   -0.41640233902782819442E-01    0.21162237713980968506E-02    0.19319522764903939426E-05   -0.39857260700585823987E-01
    53   -0.53250123035086520396E-01    0.22406794012924313372E-02    0.19997368207555494091E-05   -0.45098926815079119768E-01
    54   -0.65249438606539769681E-01    0.23687810850764796401E-02    0.20679903721760911124E-05   -0.50542275357387402013E-01
    55   -0.77638933739644311327E-01    0.25004209702628428860E-02    0.21366678781149995056E-05   -0.56185394335919860986E-01
    56   -0.90418903260465186000E-01    0.26354948710267693188E-02    0.22057264497933814850E-05   -0.62025492080367200520E-01
    57   -0.10358780835639597173E+00    0.27739132666514967028E-02    0.22751255998865938740E-05   -0.68056258690290832858E-01
    58   -0.11714365188498902792E+00    0.29155903047616243788E-02    0.23448274525249770797E-05   -0.74270504699016512418E-01
    59   -0.13108443678573830637E+00    0.30604401363131142171E-02    0.24147969336164141876E-05   -0.80661040666179475989E-01
    60   -0.14540816603778061733E+00    0.32083769164352009262E-02    0.24850019707999409627E-05   -0.87220677234442406389E-01
    61   -0.16012029264545771245E+00    0.33593019572188084244E-02    0.25554135967008180194E-05   -0.93942643423168534222E-01
